lsoa_zone_id,msoa_zone_id,lsoa_to_msoa,msoa_to_lsoa
E01020243,E02004201,1,0.229386696
E01020263,E02004201,1,0.292384658
E01020262,E02004201,1,0.246433204
E01020274,E02004201,1,0.231795442
E01015072,E02003134,1,0.228604584
E01015073,E02003134,1,0.217580505
E01015078,E02003134,1,0.23281114
E01015106,E02003134,1,0.182912678
E01015080,E02003134,1,0.138091094
E01015249,E02003156,1,0.143748818
E01015253,E02003156,1,0.193588046
E01015252,E02003156,1,0.277283904
E01015250,E02003156,1,0.146585966
E01015254,E02003156,1,0.128144505
E01015251,E02003156,1,0.110648761
E01029292,E02006107,1,0.191281871
E01029283,E02006107,1,0.208318646
E01029293,E02006107,1,0.196451651
E01029280,E02006107,1,0.209141112
E01029281,E02006107,1,0.194806721
E01015056,E02003142,1,0.167375423
E01015176,E02003142,1,0.150038164
E01015055,E02003142,1,0.15418166
E01015059,E02003142,1,0.177843201
E01015060,E02003142,1,0.173045469
E01015057,E02003142,1,0.177516083
E01020059,E02004169,1,0.305440486
E01020045,E02004169,1,0.224247445
E01020062,E02004169,1,0.221485777
E01020064,E02004169,1,0.248826291
E01019937,E02004141,1,0.350948953
E01019963,E02004141,1,0.280268325
E01019945,E02004141,1,0.368782723
E01015200,E02003169,1,0.15225425
E01015201,E02003169,1,0.197930525
E01015197,E02003169,1,0.207243163
E01015199,E02003169,1,0.20413895
E01015198,E02003169,1,0.238433112
E01019934,E02004130,1,0.297977306
E01019932,E02004130,1,0.268376912
E01019927,E02004130,1,0.218385134
E01019933,E02004130,1,0.215260648
E01020119,E02004185,1,0.231601033
E01020106,E02004185,1,0.184796643
E01020105,E02004185,1,0.33198838
E01020107,E02004185,1,0.251613944
E01020102,E02004184,1,0.185164466
E01020130,E02004184,1,0.16603267
E01020129,E02004184,1,0.135712687
E01020103,E02004184,1,0.186507049
E01020128,E02004184,1,0.172298053
E01020104,E02004184,1,0.154285075
E01020251,E02004211,1,0.228007181
E01020260,E02004211,1,0.190155595
E01020261,E02004211,1,0.18043088
E01020200,E02004211,1,0.164871335
E01020201,E02004211,1,0.236535009
E01015270,E02003163,1,0.204731458
E01015267,E02003163,1,0.200511509
E01015268,E02003163,1,0.198721228
E01015271,E02003163,1,0.176470588
E01015269,E02003163,1,0.219565217
E01015071,E02003129,1,0.24223503
E01015065,E02003129,1,0.208293308
E01015029,E02003129,1,0.292347102
E01015064,E02003129,1,0.25712456
E01020051,E02004165,1,0.198752648
E01020066,E02004165,1,0.353024241
E01020047,E02004165,1,0.251235585
E01020080,E02004165,1,0.196987526
E01029315,E02006111,1,0.134007112
E01029310,E02006111,1,0.171158525
E01029314,E02006111,1,0.2719446
E01029269,E02006111,1,0.202882276
E01029262,E02006111,1,0.220007486
E01015124,E02003136,1,0.19580509
E01015125,E02003136,1,0.191584602
E01015121,E02003136,1,0.187492007
E01015120,E02003136,1,0.20578079
E01015123,E02003136,1,0.219337511
E01015089,E02003128,1,0.191027825
E01015070,E02003128,1,0.29290176
E01015081,E02003128,1,0.181601363
E01015086,E02003128,1,0.14548552
E01015030,E02003128,1,0.188983532
E01020224,E02004214,1,0.199225057
E01020211,E02004214,1,0.261543429
E01020217,E02004214,1,0.277849532
E01020218,E02004214,1,0.261381983
E01029256,E02006106,1,0.206364013
E01032652,E02006106,1,0.183354063
E01029277,E02006106,1,0.136401327
E01029257,E02006106,1,0.240982587
E01032651,E02006106,1,0.23289801
E01019951,E02004137,1,0.408406755
E01019890,E02004137,1,0.341042584
E01019901,E02004137,1,0.250550661
E01015108,E02003143,1,0.237124464
E01015109,E02003143,1,0.18736588
E01015117,E02003143,1,0.192194206
E01015116,E02003143,1,0.196351931
E01015115,E02003143,1,0.186963519
E01015113,E02003140,1,0.203686756
E01015114,E02003140,1,0.181592365
E01015122,E02003140,1,0.206693685
E01015118,E02003140,1,0.20721663
E01015112,E02003140,1,0.200810563
E01019922,E02004146,1,0.200243046
E01019924,E02004146,1,0.203213611
E01019921,E02004146,1,0.209019714
E01019920,E02004146,1,0.223602484
E01019923,E02004146,1,0.163921145
E01020174,E02004199,1,0.280141218
E01020178,E02004199,1,0.358693733
E01020175,E02004199,1,0.361165049
E01015077,E02003132,1,0.270552898
E01015104,E02003132,1,0.17332295
E01015102,E02003132,1,0.19312493
E01015074,E02003132,1,0.168428079
E01015079,E02003132,1,0.194571143
E01020231,E02004205,1,0.183335364
E01020232,E02004205,1,0.237787794
E01020230,E02004205,1,0.215982458
E01020229,E02004205,1,0.362894384
E01020227,E02004215,1,0.239224511
E01020226,E02004215,1,0.246840921
